file,label,entropy,laplacian_variance,hf_energy_ratio,spectral_slope,noise_entropy,gradient_variance,edge_density,color_uniformity,saturation_mean,dct_energy_ratio
000000052017.png,0,6.263122,459.198883,0.003191,3.543322,2.594362,6666.710117,0.025646,46.704166,0.169117,0.000364
000000052412.png,0,7.598442,2326.084034,0.022285,3.281105,5.244942,17241.237626,0.173576,38.116981,0.186277,0.001283
000000052413.png,0,7.433585,379.25584,0.012785,4.168508,3.744086,6598.188756,0.041405,60.924457,0.435681,0.000173
000000052462.png,0,7.559723,3347.253588,0.017677,2.878501,5.918819,12276.664843,0.268608,44.648921,0.312258,0.000992
000000052507.png,0,6.876557,660.601242,0.006099,3.081056,4.887926,4013.200375,0.07217,28.769063,0.180121,0.000402
000000052565.png,0,5.94485,852.214475,0.009541,3.08903,5.609763,4875.589306,0.101952,37.525473,0.0,0.000212
000000052591.png,0,7.30496,763.435698,0.008428,4.140539,4.767789,11298.27561,0.101505,70.180903,0.0,0.0006
000000052891.png,0,7.094023,203.008045,0.002049,3.506391,5.269932,1559.676029,0.041214,37.871262,0.35089,0.000702
000000052996.png,0,7.659544,359.052439,0.010831,4.036318,5.032516,6164.900291,0.086483,49.366731,0.25127,5e-06
000000053505.png,0,6.858937,348.23172,0.004347,3.656872,4.33548,3990.546892,0.046646,29.942894,0.647197,6.7e-05
000000053529.png,0,7.591596,388.941336,0.011482,4.567979,5.109916,9370.500269,0.086445,72.461323,0.412689,4e-06
000000053624.png,0,7.629339,1533.056248,0.01126,3.189073,5.373898,8472.943878,0.155312,48.855712,0.176553,0.000563
000000053626.png,0,7.620935,4897.692817,0.021713,2.617487,5.625459,20791.068263,0.17868,54.561389,0.267717,0.001182
000000053909.png,0,7.793169,353.589569,0.00304,3.487011,4.116043,4181.638828,0.044762,66.361843,0.220826,0.000121
000000053994.png,0,7.540428,2993.1053,0.018507,2.819754,5.353699,17123.580882,0.146999,60.288778,0.283634,0.00076
000000054123.png,0,7.816202,4803.491592,0.062145,3.105148,6.032744,40333.374389,0.219337,35.668711,0.364102,0.000625
000000054164.png,0,7.549102,1555.747669,0.015901,3.042826,5.067843,7028.797109,0.131462,58.371866,0.180504,0.001773
000000054592.png,0,7.43849,434.058819,0.006327,3.523186,3.804414,5065.236589,0.027134,71.177052,0.216098,0.000316
000000054593.png,0,7.712248,2529.174492,0.023309,3.163408,5.97169,11033.548225,0.229362,58.511297,0.282668,0.001098
000000054605.png,0,7.576764,943.986403,0.015218,3.052043,4.353895,8359.289984,0.060158,59.952552,0.34417,0.002943
000000054628.png,0,7.508151,1783.324745,0.040194,3.811944,5.135456,18731.1354,0.132359,59.83134,0.441701,0.000388
000000054654.png,0,7.465472,740.847352,0.015532,3.997474,4.910532,12296.387436,0.076157,68.174332,0.371147,7e-05
000000054931.png,0,7.651616,713.883882,0.016855,3.720106,4.502876,9807.485286,0.087677,60.124291,0.275972,0.000235
000000054967.png,0,7.662066,2689.448614,0.029768,3.040367,5.314726,16594.037482,0.144947,61.296068,0.302132,0.001364
000000055002.png,0,7.577021,531.626272,0.007062,4.056904,4.910294,7546.620058,0.076004,44.319956,0.168689,5.2e-05
000000055022.png,0,7.434512,2009.78431,0.016403,2.959688,5.083308,14506.044891,0.117805,45.314256,0.24345,0.002032
000000055072.png,0,7.387819,1003.53221,0.00962,3.386664,5.372057,7735.824034,0.13929,63.411434,0.258157,0.000339
000000055150.png,0,7.866428,1956.449879,0.019426,3.449356,5.107483,17483.02979,0.146786,65.905464,0.171054,0.001085
000000055167.png,0,7.147275,980.692645,0.023398,3.95654,5.424749,9551.869539,0.137218,32.120907,0.276495,0.000128
000000055299.png,0,7.653316,1302.845812,0.011555,3.044456,4.784415,7340.219641,0.106754,52.393831,0.233347,0.000103
000000055528.png,0,7.185796,503.199932,0.005809,3.27491,4.785818,4401.93293,0.060345,60.064337,0.161197,0.000386
000000055950.png,0,6.900342,1019.697743,0.017202,3.710101,5.287603,12342.726715,0.165466,28.12164,0.249159,0.000109
000000056127.png,0,7.683688,3498.771858,0.024898,2.792774,4.839547,19548.835028,0.112003,52.919082,0.513844,0.000586
000000056288.png,0,7.59997,820.836617,0.005712,3.096668,4.429145,5956.026003,0.072174,61.230909,0.264278,0.000158
000000056344.png,0,7.51485,497.858047,0.011263,3.747119,3.84593,8349.93005,0.052101,64.426175,0.314869,3.7e-05
000000056350.png,0,7.770811,576.898951,0.006921,3.515403,4.386417,7910.316538,0.070305,68.012974,0.409651,0.00021
000000056545.png,0,7.530513,204.657709,0.003844,3.744675,4.558848,3248.455937,0.047771,58.467593,0.28001,9.5e-05
000000057027.png,0,7.292485,1901.532715,0.0305,3.135133,5.405568,11545.149871,0.120197,52.043616,0.322928,0.000599
000000057149.png,0,7.337009,1307.026662,0.010188,3.437736,4.91851,11901.736607,0.105595,51.04019,0.076093,0.000233
000000057150.png,0,7.448709,74.160877,0.004269,4.681989,4.836024,3986.994083,0.053066,56.586916,0.235252,1e-06
000000057232.png,0,7.822953,2330.976696,0.02207,3.052194,5.361867,20145.891972,0.175877,62.229002,0.363022,0.000447
000000057238.png,0,7.267104,72.574064,0.001817,4.03962,4.068259,1351.46504,0.018768,46.435762,0.35618,4e-06
000000057244.png,0,7.354835,4814.027085,0.066716,3.393975,5.728863,36983.581845,0.178413,63.266087,0.282956,0.000198
000000057597.png,0,7.059517,1364.419443,0.035873,3.306855,4.998119,11609.341081,0.102409,32.199014,0.402351,0.000363
000000057672.png,0,7.326055,1175.552718,0.014852,3.086999,5.625452,7643.581303,0.155708,36.146356,0.189706,0.001292
000000057725.png,0,7.490231,1709.15481,0.026778,3.052753,5.223302,12310.035446,0.116325,65.766263,0.276831,0.000614
000000057760.png,0,6.097865,387.633297,0.004969,4.184143,3.833551,7814.500621,0.089119,52.678886,0.402561,1e-06
000000058029.png,0,7.59526,301.147091,0.003864,3.329701,3.799711,3708.475379,0.030457,53.651043,0.310404,0.000109
000000058111.png,0,7.621023,752.50685,0.003149,2.701357,4.779564,2477.392585,0.053894,58.282953,0.167925,0.000657
000000058350.png,0,7.108837,1613.518054,0.01011,2.434642,4.334245,5853.497748,0.074596,56.33993,0.381189,0.000607
000000058384.png,0,7.308229,777.160967,0.006296,3.039663,4.90657,4204.40754,0.08234,58.251875,0.53484,0.000332
000000058393.png,0,6.099454,1586.897896,0.01146,3.174674,4.47318,17613.905946,0.108562,80.852371,0.0,0.000191
000000058539.png,0,7.480377,578.109275,0.01394,3.771412,3.611131,9032.487867,0.051559,61.867808,0.363811,0.000637
000000058636.png,0,6.317076,1582.032489,0.006415,2.985498,3.838541,18261.583723,0.046638,67.693734,0.20031,0.001644
000000058655.png,0,7.740537,1646.909974,0.016655,3.30361,5.423229,11334.364291,0.141193,74.287981,0.393255,0.001983
000000058705.png,0,7.554722,2961.970435,0.027277,2.867721,4.768251,17755.05505,0.082348,60.150865,0.546706,0.000416
000000059044.png,0,6.978711,645.577881,0.025014,3.663695,4.177037,8360.978255,0.065102,48.404962,0.242977,0.000204
000000059386.png,0,7.377537,2589.540338,0.02931,2.894789,5.683382,13266.596399,0.174316,32.068206,0.388271,0.001411
000000059598.png,0,7.48712,2378.665719,0.017086,2.818958,4.756126,15049.115008,0.087967,49.915019,0.226076,0.000501
000000059635.png,0,7.557759,1672.745311,0.017867,3.308518,5.763412,12596.343,0.179611,70.467365,0.0,0.000377
000000059920.png,0,6.791093,765.341419,0.007653,2.819908,4.291801,3625.140227,0.059715,26.815606,0.37116,0.000323
000000060052.png,0,7.268428,495.042808,0.003501,3.706146,4.945553,5631.945304,0.114437,47.243378,0.0,4.4e-05
000000060090.png,0,7.837504,2441.804583,0.021422,3.369483,5.885216,17222.945855,0.183388,55.040849,0.255485,0.000204
000000060102.png,0,7.375413,882.383926,0.022318,4.015075,4.371791,14154.219038,0.082375,43.714201,0.52472,0.000222
000000060347.png,0,7.413108,4179.747711,0.060721,2.539695,5.878476,13136.959191,0.23608,37.396418,0.378322,0.001075
000000060363.png,0,6.551073,562.457737,0.004643,3.355881,3.483358,5380.807053,0.045322,71.616273,0.213621,4.5e-05
000000060449.png,0,7.52592,2890.085379,0.021615,2.771027,5.020192,17035.754669,0.11702,82.234756,0.299968,0.011014
000000060507.png,0,6.863855,599.494036,0.008362,3.757166,5.013207,8124.452768,0.082039,26.70098,0.320982,0.000159
000000060770.png,0,7.417523,2856.956126,0.030008,3.560814,6.300576,17713.468858,0.249805,25.406101,0.228215,0.000235
000000060823.png,0,7.75362,3284.746049,0.033241,2.995025,5.764856,22119.127017,0.168171,56.761048,0.250074,0.000878
000000060835.png,0,7.796173,2754.489658,0.042357,3.560774,6.374588,28914.572323,0.227837,39.709431,0.38659,0.000134
000000060855.png,0,6.144322,413.506183,0.003053,3.673838,4.092969,4196.937732,0.031944,65.292336,0.556538,0.000246
000000060886.png,0,7.087241,400.44361,0.011121,4.128474,4.566964,6481.003468,0.052727,36.355774,0.505955,0.000157
000000060899.png,0,7.454648,381.051018,0.014088,4.166898,4.824084,5598.790673,0.06765,53.589774,0.382459,0.000334
000000060932.png,0,7.65446,1429.530098,0.019606,3.409635,5.149178,12061.527675,0.105141,68.637865,0.098461,0.000414
000000061108.png,0,7.373096,970.584969,0.014331,2.951243,5.0099,6868.901151,0.090637,37.086923,0.226727,0.000193
000000061171.png,0,7.724931,7012.927618,0.026255,2.215347,5.8704,13751.833584,0.226074,62.405562,0.251681,0.007448
000000061268.png,0,6.514327,860.699508,0.009367,3.634607,4.106463,10598.022432,0.073231,95.067889,0.22074,6.1e-05
000000061333.png,0,7.396169,128.809337,0.003171,4.310078,5.020827,2991.220775,0.045341,51.064617,0.621291,3e-06
000000061418.png,0,7.091351,795.0273,0.01238,3.526252,5.920827,9763.148973,0.133282,47.504846,0.0,0.000223
000000061471.png,0,7.198513,792.881066,0.007726,2.954051,4.697392,4657.104405,0.072716,38.55188,0.111831,0.000178
000000061584.png,0,7.445919,4626.795256,0.035802,3.413856,5.892123,26641.601984,0.242985,83.977386,0.291282,0.000957
000000061658.png,0,7.670522,426.55036,0.005166,3.37421,4.689375,3727.762765,0.081001,49.055403,0.50938,0.00043
000000061747.png,0,7.842392,3929.721146,0.016793,2.420792,5.711886,10772.368322,0.201694,74.700007,0.235473,0.0017
000000061960.png,0,7.595906,571.468874,0.008309,4.05251,5.115618,6863.222106,0.078079,49.047707,0.400091,7.3e-05
000000062025.png,0,7.019991,653.189247,0.00537,3.068244,3.78301,5482.950734,0.041798,46.462668,0.089849,0.000718
000000062353.png,0,7.803585,10494.337992,0.061987,2.377037,6.297576,27941.399465,0.249702,66.057789,0.342266,0.003692
000000062355.png,0,7.310369,916.762105,0.010154,3.108654,5.218996,4025.830868,0.083736,34.298249,0.498062,0.00023
000000062554.png,0,7.807196,245.493257,0.004033,3.837411,3.757577,3678.194989,0.05611,60.276245,0.459835,6.9e-05
000000062692.png,0,6.657023,737.499004,0.010167,3.157877,5.274052,3111.759324,0.114964,21.952333,0.064287,0.000578
000000062808.png,0,7.502216,902.582696,0.022682,3.273942,5.191918,9765.940579,0.117237,42.949117,0.438348,0.000412
000000063047.png,0,7.708151,7041.732274,0.050416,2.211593,5.613369,17876.578789,0.173096,58.869123,0.520993,0.002628
000000063154.png,0,6.791795,888.044944,0.007658,3.346968,5.103715,6937.087174,0.11282,29.966931,0.179507,0.000632
000000063552.png,0,7.647779,522.119826,0.00334,3.005089,4.404184,3771.106284,0.039997,67.627736,0.53349,0.00013
000000063602.png,0,6.792728,481.131394,0.008193,3.638297,3.971166,6176.885584,0.047932,47.164626,0.636357,0.000421
000000063740.png,0,7.766901,660.937125,0.010088,3.66639,4.536386,11433.908211,0.08202,64.355166,0.318469,0.000134
000000063965.png,0,6.848253,196.450184,0.010146,3.930426,3.323861,4270.186924,0.02919,53.105121,0.799918,8.4e-05
000000064084.png,0,7.676052,273.699743,0.006362,3.894084,4.320266,4487.115611,0.059013,63.488784,0.250113,8.2e-05
000000064359.png,0,6.987715,827.695813,0.029255,4.058806,5.371973,9242.489152,0.13731,33.580839,0.159325,0.000264
000000064462.png,0,7.092679,883.158676,0.009677,3.996041,4.494954,13500.881543,0.077969,89.258214,0.203497,0.000141
000000064495.png,0,7.473493,1450.232271,0.010278,2.883874,5.047379,8218.103088,0.10376,39.310592,0.23892,0.000108
000000064499.png,0,7.593108,2956.141988,0.029826,2.894152,4.978644,24946.192803,0.10424,76.464144,0.196661,0.003272
000000064523.png,0,7.448976,932.111486,0.00943,3.721269,5.005148,13154.417456,0.093349,86.517693,0.13157,0.000367
000000064574.png,0,6.984878,1093.48232,0.00806,2.53295,5.181316,3827.686243,0.043015,31.861402,0.113587,0.000337
000000064718.png,0,7.37195,493.036956,0.010711,3.158688,4.339608,6531.633018,0.063629,52.711361,0.790478,0.000157
000000064868.png,0,7.738571,240.653125,0.006077,4.26897,4.111884,5657.489521,0.051479,61.560548,0.168639,3e-06
000000064898.png,0,7.46753,691.306534,0.006017,3.57887,5.340703,5788.162296,0.105389,46.518007,0.175819,0.000103
000000065074.png,0,7.317653,991.39795,0.006397,3.494817,4.664348,9247.22509,0.097164,57.437854,0.575484,0.000463
000000065288.png,0,7.701559,1190.034302,0.024729,3.798919,5.55774,16989.219084,0.127903,54.164707,0.498138,0.000296
000000065350.png,0,7.745315,593.649998,0.013924,3.934445,5.031459,9990.244864,0.075897,57.939658,0.172359,5e-05
000000065455.png,0,7.812615,3478.863527,0.032627,3.560841,6.290619,16584.675622,0.28046,47.331213,0.283209,0.000293
000000065485.png,0,7.626303,961.358745,0.014536,4.116226,4.837881,14354.443085,0.098434,53.572844,0.281912,2.5e-05
000000065736.png,0,5.713354,290.02734,0.00983,3.489748,3.005268,3532.937303,0.025528,19.973531,0.371904,0.000421
000000065798.png,0,7.411194,1675.731129,0.03055,2.947393,5.248789,10855.103157,0.131927,44.544179,0.428678,0.002444
000000066038.png,0,7.445506,2639.799333,0.025432,2.858611,5.432961,13446.510423,0.161072,66.697222,0.393312,0.001856
000000066135.png,0,7.25856,224.966125,0.00867,4.32148,4.642952,4869.432823,0.058239,47.862986,0.541084,6e-06
000000066231.png,0,6.404508,1104.69842,0.032497,3.783497,4.293779,16324.333546,0.088421,62.061036,0.423159,0.001042
000000066523.png,0,7.098822,460.118999,0.00363,2.974671,5.017768,2647.403559,0.048195,32.465663,0.156393,3.9e-05
000000066561.png,0,7.679898,447.348813,0.005558,3.557468,5.423552,3424.27733,0.107563,54.347058,0.165369,1e-05
000000066635.png,0,7.343816,921.2176,0.011715,3.324872,3.63286,10678.308208,0.041084,59.518748,0.452869,1.8e-05
000000066706.png,0,7.673181,1355.782556,0.02276,3.27975,5.410043,14064.636516,0.130203,44.226719,0.258696,0.000509
000000066771.png,0,7.00859,720.451183,0.009833,3.423873,4.652352,9658.817193,0.060066,75.707898,0.278821,0.001046
000000066817.png,0,7.615176,348.664794,0.003259,3.086347,5.002907,3489.976829,0.057556,55.90285,0.305791,0.000304
000000066841.png,0,7.73208,784.145411,0.017401,4.22595,5.246232,11057.322472,0.138039,47.692875,0.436476,3e-05
000000066886.png,0,7.664192,276.246742,0.004283,3.736101,4.276905,3403.008037,0.047962,55.115729,0.279259,8e-05
000000066926.png,0,6.879341,85.045271,0.001286,3.651207,3.703494,1335.51184,0.022793,26.439139,0.382187,1.2e-05
000000067180.png,0,7.515111,3456.7046,0.021817,2.290917,5.898411,7974.982926,0.193981,40.229136,0.173111,0.000431
000000067213.png,0,7.000412,1338.30705,0.064427,3.309299,5.220195,13130.98401,0.154594,36.673116,0.421063,0.000762
000000067310.png,0,7.61289,2670.838932,0.024007,3.004363,5.607248,15453.373239,0.178455,71.772817,0.2155,0.001986
000000067315.png,0,6.635829,430.785978,0.021553,3.607052,5.095392,3075.578603,0.041279,47.541091,0.621505,0.000781
000000067406.png,0,6.91089,275.543088,0.002223,3.834678,3.683585,3522.243539,0.032879,45.169902,0.316689,3.7e-05
000000067534.png,0,7.863688,766.228622,0.014588,4.543744,5.990355,13644.166865,0.145515,54.343749,0.275327,7e-06
000000067616.png,0,7.509,2315.664436,0.033874,2.955077,5.751452,13083.947858,0.202129,34.367831,0.256738,0.000468
000000067896.png,0,7.639763,891.046324,0.013176,3.414931,5.524779,12678.430047,0.117195,43.407204,0.142168,0.000107
000000068078.png,0,7.536081,269.50806,0.004658,4.023596,4.12293,3768.135497,0.022369,51.979078,0.542638,2.3e-05
000000068093.png,0,7.698905,3131.191655,0.032909,2.782377,5.667415,14370.372953,0.188278,49.88786,0.369354,0.003328
000000068286.png,0,7.579827,452.463301,0.004911,4.196749,4.367447,8547.989661,0.051495,67.958229,0.167901,5e-06
000000068387.png,0,6.398539,480.665176,0.009427,3.283611,4.020851,7614.135878,0.036362,22.863324,0.517685,0.000447
000000068409.png,0,7.787175,266.552936,0.008068,4.574617,5.470276,6849.535741,0.10833,59.295454,0.25004,5e-06
000000068628.png,0,6.834035,154.111648,0.003969,3.910354,3.813479,3087.755462,0.027111,31.244684,0.206211,0.000221
000000068765.png,0,7.306337,2517.11181,0.025558,2.763377,4.646878,17524.172855,0.096451,56.774027,0.23181,0.004515
000000068833.png,0,7.130464,1365.111212,0.033263,2.943431,5.231937,8624.585318,0.112038,43.091382,0.699865,0.00079
000000068933.png,0,7.569824,2647.642836,0.046082,4.05438,6.344952,32943.4883,0.28207,51.670702,0.0,0.000124
000000069106.png,0,6.980751,1626.328406,0.051227,3.827244,5.622864,13326.222122,0.147755,20.889967,0.150596,0.000371
000000069138.png,0,6.568004,581.069195,0.024749,3.967454,4.185472,7722.816501,0.076401,50.648973,0.293527,4.7e-05
000000069213.png,0,7.429209,865.436773,0.015427,3.803625,4.645869,12344.359226,0.086319,74.35175,0.315496,0.000141
000000069224.png,0,7.58814,304.71627,0.008431,4.168742,4.179104,5060.544886,0.047302,64.321916,0.248144,4.1e-05
000000069356.png,0,7.754609,7239.773611,0.05239,2.234978,5.934956,18598.130806,0.21711,45.555536,0.376067,0.00229
000000069795.png,0,7.678438,4277.609302,0.016159,2.574888,5.140061,15977.986452,0.135448,77.862276,0.282142,0.005896
000000070048.png,0,7.817883,1620.317078,0.016378,3.387654,4.990518,18019.454413,0.108212,73.816524,0.282545,0.000192
000000070158.png,0,7.798301,7527.267189,0.068155,2.984809,6.540077,43111.762721,0.268402,43.95554,0.190379,0.00099
000000070229.png,0,7.832867,814.314198,0.009031,3.383143,5.225671,8856.507363,0.113213,68.545748,0.244746,0.000372
000000070254.png,0,7.394686,1706.430591,0.0187,3.765756,5.309775,16581.362778,0.14917,48.476674,0.327842,0.000217
000000070739.png,0,7.695424,456.572052,0.006976,3.228034,4.146171,3471.927513,0.066513,62.889149,0.338687,0.000362
000000070774.png,0,7.197553,4860.732392,0.078899,3.318652,5.875718,36672.82895,0.210842,58.685455,0.0,0.002503
000000071226.png,0,7.725112,1417.319191,0.008957,3.21579,5.216139,7663.825513,0.093685,62.646299,0.315701,0.000479
000000071451.png,0,7.431501,195.841624,0.004919,4.002704,4.070418,3374.773686,0.026386,45.375042,0.077167,1.1e-05
000000071711.png,0,7.54136,1569.944327,0.019636,3.490482,4.933049,16653.742829,0.100655,47.937059,0.12301,8.9e-05
000000071756.png,0,6.977881,754.824648,0.015163,2.632943,4.111735,4222.819793,0.050598,50.54325,0.004666,0.000322
000000071877.png,0,7.31997,638.374193,0.012281,3.644428,5.091684,8419.961245,0.081837,48.958492,0.245614,0.00073
000000071938.png,0,7.388524,98.363383,0.002601,3.732429,3.764414,1524.470475,0.017521,58.677839,0.192134,5.2e-05
000000072281.png,0,7.063983,208.859817,0.010832,3.841309,4.524146,3177.713247,0.050659,29.949335,0.259323,0.000192
000000072795.png,0,7.614257,5177.386779,0.067326,2.627756,5.906115,21767.385044,0.201881,44.276133,0.297615,0.001815
000000072813.png,0,7.58496,570.236922,0.005185,3.117707,4.00002,4127.609006,0.049568,73.929257,0.222647,0.002346
000000072852.png,0,7.634368,1742.551862,0.026779,3.152651,5.504782,13929.128343,0.093403,45.614779,0.186784,0.000485
000000073118.png,0,7.535014,665.094927,0.003128,2.62261,5.651406,2549.938298,0.065098,47.99295,0.357694,6.8e-05
000000073153.png,0,7.266094,311.317196,0.010435,3.450955,4.014002,2374.295564,0.056389,41.843904,0.532252,4.7e-05
000000073326.png,0,7.913553,862.059976,0.011242,3.680671,5.148596,11433.048428,0.110298,57.031027,0.297165,0.000165
000000073533.png,0,7.410526,1486.743949,0.015085,2.833287,5.035482,8422.79885,0.082207,67.406976,0.375458,0.000847
000000073702.png,0,7.778711,1034.585862,0.013804,3.541946,4.855178,13007.314654,0.099937,65.423538,0.30362,0.000233
000000073946.png,0,7.537653,1231.747876,0.022938,3.354295,4.185498,12079.203605,0.078564,56.965363,0.395863,0.000494
000000074058.png,0,7.046328,3252.308737,0.030218,3.212032,5.059852,24950.692232,0.148441,73.148989,0.0,0.001834
000000074092.png,0,6.88545,573.952602,0.035657,4.090497,5.10097,6970.393377,0.063423,30.639982,0.261542,0.000133
000000074200.png,0,7.473483,1499.147259,0.020085,2.968752,4.5603,9648.732719,0.087925,60.478143,0.295413,0.000185
000000074209.png,0,7.220735,1159.107533,0.012682,3.244789,4.54758,12491.45497,0.065487,58.198984,0.146182,0.000255
000000074256.png,0,7.667618,4088.003956,0.036123,2.86349,5.180006,21731.853339,0.148632,63.797938,0.240384,0.000537
000000074457.png,0,7.209369,572.994279,0.00618,3.957378,4.358789,5931.528888,0.125648,54.023848,0.173515,5e-06
000000074646.png,0,7.424992,266.417068,0.002608,3.107846,2.723814,2503.937911,0.012482,41.849843,0.381322,1e-06
000000074733.png,0,7.819584,898.053908,0.01319,3.279566,4.890529,10431.116014,0.105789,57.228884,0.413224,0.000357
000000074860.png,0,5.155032,83.501701,0.000367,3.555061,4.055943,1018.201886,0.004841,25.958314,0.016643,6e-06
000000075393.png,0,7.457664,748.997005,0.005291,3.517608,4.489722,7601.941011,0.075142,73.251143,0.397192,3.3e-05
000000075456.png,0,6.994111,1446.490708,0.006901,2.906725,4.767787,7646.68139,0.102943,29.666202,0.351511,0.000644
000000075612.png,0,7.779975,986.027907,0.008721,3.124305,4.10625,9055.008274,0.053349,61.101168,0.235622,0.001237
000000076211.png,0,6.886429,739.602191,0.008172,3.253586,4.554186,7759.249699,0.06208,47.411462,0.130413,0.000156
000000076261.png,0,4.835498,85.219679,0.000446,3.214702,1.380636,861.612056,0.001743,21.336016,0.117095,4e-06
000000076416.png,0,7.754803,1473.622896,0.012088,3.364943,5.343391,14209.310183,0.134644,51.4066,0.235393,4.6e-05
000000076417.png,0,7.386871,414.999931,0.002832,3.214568,4.554565,4037.333065,0.036991,71.39115,0.219932,0.000255
000000076468.png,0,7.214824,331.249231,0.006256,3.631108,5.270564,4965.505151,0.092976,45.643274,0.355532,5.1e-05
000000076547.png,0,7.645548,1262.088986,0.017862,3.243989,5.181881,12180.173793,0.134636,61.42076,0.174278,0.000101
000000076625.png,0,7.439243,328.202049,0.00513,3.253743,4.847413,2922.307046,0.050011,45.431498,0.267789,0.000111
000000076731.png,0,6.886386,154.778689,0.005172,3.83116,4.230548,2289.309879,0.018578,31.262692,0.583188,4.1e-05
000000077396.png,0,7.366688,2285.767551,0.018094,2.773505,5.009814,14861.336726,0.094917,38.704458,0.303551,0.000797
000000077460.png,0,7.027392,143.485342,0.001102,3.52116,3.320661,1452.3228,0.019569,30.078828,0.226116,2e-06
000000077595.png,0,7.441934,365.315567,0.004957,3.70114,4.634813,4164.560885,0.075546,45.723733,0.302537,0.000859
000000078032.png,0,7.303976,1672.469495,0.018788,3.766669,5.200103,14574.523491,0.125992,50.392918,0.229418,0.000919
000000078170.png,0,6.787415,1147.894472,0.019591,2.669159,4.178088,6787.910034,0.057289,49.813068,0.0,0.0001
000000078266.png,0,7.687211,954.301688,0.019788,3.754476,4.804494,13130.564042,0.094868,54.686912,0.638258,0.000111
000000078404.png,0,7.242761,788.867898,0.018154,4.285189,5.328517,15878.911324,0.126766,68.644211,0.0,2.6e-05
000000078420.png,0,7.574785,1197.096058,0.009663,3.251073,4.393932,8178.466243,0.077686,78.203728,0.407441,0.000845
000000078426.png,0,7.725168,71.799779,0.002341,4.405626,4.112279,2583.515929,0.02792,85.304063,0.304121,1e-06
000000078565.png,0,6.74246,847.331201,0.004697,2.671582,5.091822,3574.718251,0.071545,22.138714,0.152761,0.000259
000000078748.png,0,7.81173,6721.775472,0.03899,2.542846,5.949135,25193.985273,0.231625,50.273784,0.340315,0.002885
000000078823.png,0,7.475899,2579.049126,0.03413,2.877523,5.746158,10988.668646,0.16399,35.684192,0.275531,0.000934
000000078843.png,0,7.560165,1272.818561,0.022218,3.004903,4.961967,9711.518822,0.081001,49.102528,0.544868,0.000544
000000078915.png,0,7.138718,1084.636546,0.00902,3.004374,5.180862,8294.118131,0.06004,42.811568,0.378047,0.000273
000000078959.png,0,6.906708,830.907377,0.013985,3.928561,4.606401,10146.840032,0.070911,65.074555,0.383211,3.9e-05
000000079014.png,0,7.346014,19.525518,0.001115,4.111265,4.948102,434.49726,0.005692,43.207552,0.606056,1e-06
000000079031.png,0,7.500718,2152.699181,0.012765,3.170731,5.277074,13683.996079,0.125259,54.165862,0.189571,0.000136
000000079034.png,0,7.607455,11616.785193,0.060512,1.896168,6.348101,16996.797526,0.295044,31.776749,0.216404,0.002519
000000079144.png,0,7.576158,2970.094027,0.031355,2.760177,5.997514,9000.495605,0.237919,38.43971,0.254447,0.002988
000000079188.png,0,7.101473,782.544073,0.006985,3.356314,4.937557,7837.754481,0.109047,67.322846,0.259946,7.8e-05
000000079229.png,0,6.709572,2131.694422,0.021479,2.48742,5.844394,4104.641253,0.208076,18.04946,0.435165,0.000972
000000079408.png,0,6.757811,952.392538,0.016342,3.435429,4.25922,12432.489994,0.047592,46.500416,0.394905,0.000463
000000079565.png,0,7.240581,2433.085225,0.016523,3.645627,4.880473,19411.893072,0.184776,73.982281,0.199144,9.7e-05
000000079588.png,0,7.235835,1642.096887,0.011025,2.971252,5.319576,10149.954829,0.135979,75.818572,0.347266,0.001435
000000079651.png,0,7.634759,2104.708687,0.026201,2.837601,5.224997,11256.803694,0.09935,53.518525,0.666487,0.002158
000000079837.png,0,5.378402,477.048463,0.056302,2.830234,4.060955,3153.532685,0.043777,12.854699,0.343046,0.001097
000000079969.png,0,7.346223,1684.249461,0.025977,3.623849,5.066832,20847.534797,0.12215,51.483975,0.389182,0.000585
000000080022.png,0,6.553996,286.408576,0.014542,3.85477,4.229258,5434.783259,0.044632,31.557372,0.175356,3.3e-05
000000080057.png,0,7.486583,171.844566,0.003214,3.97612,4.246467,2642.046041,0.058147,46.282626,0.611422,5e-06
000000080153.png,0,6.506904,1397.619907,0.006457,3.371703,4.123117,14634.379606,0.069458,60.231556,0.177,0.000144
000000080273.png,0,6.536027,1388.383177,0.005753,3.123767,4.136368,11389.57518,0.047882,60.725166,0.138654,0.001632
000000080274.png,0,7.734369,3075.696705,0.023386,2.752421,5.717134,10988.394318,0.202385,61.440968,0.330739,0.001158
000000080340.png,0,7.585342,2925.052414,0.032717,3.034938,5.592218,15766.288291,0.171131,50.339966,0.189331,0.000839
000000080413.png,0,7.501234,1364.877677,0.018217,3.267058,4.060912,12440.898607,0.0667,68.380879,0.160651,0.00055
000000080659.png,0,7.403236,820.38075,0.01207,3.734448,4.833709,9596.952721,0.117119,65.443742,0.175594,0.000455
000000080666.png,0,7.688139,2376.556824,0.013736,2.848217,5.439037,14426.494531,0.139679,57.307288,0.511398,0.00019
000000080671.png,0,5.657671,363.783516,0.002764,3.814169,4.080152,6235.722651,0.030247,71.944086,0.080347,0.00043
000000080932.png,0,7.494927,697.438811,0.012452,3.003495,5.106644,4594.149016,0.06765,46.270642,0.510502,0.000528
